,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,np_vs_p_ttest_pval,np_vs_p_Log2FoldChange,np_vs_p_impact_score,p_vs_np_ttest_pval,p_vs_np_Log2FoldChange,p_vs_np_impact_score
297,Guanosine triphosphate-13C-6,C10H16N5O14P3-13C-6,-,528.0035,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
298,Guanosine triphosphate-13C-7,C10H16N5O14P3-13C-7,-,529.0069,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
299,Guanosine triphosphate-13C-8,C10H16N5O14P3-13C-8,-,530.0102,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
300,Guanosine triphosphate-13C-9,C10H16N5O14P3-13C-9,-,531.0136,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
301,Guanosine triphosphate-13C-10,C10H16N5O14P3-13C-10,-,532.0169,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
302,Glutathione-13C-0,C10H17N3O6S-13C-0,+,308.0911,-3.2,10.71,0.09,10,63512,67810,60018,51800,53301,65422,59725,69709,70928,114809,0.10919013353082192,-0.3856536924977496,1.0,0.10919013353082192,0.3856536924977495,1.0
303,Glutathione-13C-1,C10H17N3O6S-13C-1,+,309.0944,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
304,Glutathione-13C-2,C10H17N3O6S-13C-2,+,310.0978,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
305,Glutathione-13C-3,C10H17N3O6S-13C-3,+,311.1011,7.6,10.71,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
306,Glutathione-13C-4,C10H17N3O6S-13C-4,+,312.1045,5.4,10.74,0.07,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
307,Glutathione-13C-5,C10H17N3O6S-13C-5,+,313.1079,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
308,Glutathione-13C-6,C10H17N3O6S-13C-6,+,314.1112,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
309,Glutathione-13C-7,C10H17N3O6S-13C-7,+,315.1146,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
310,Glutathione-13C-8,C10H17N3O6S-13C-8,+,316.1179,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
311,Glutathione-13C-9,C10H17N3O6S-13C-9,+,317.1213,-4.0,10.71,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
312,Glutathione-13C-10,C10H17N3O6S-13C-10,+,318.1246,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
313,Argininosuccinic acid-13C-0,C10H18N4O6-13C-0,-,289.1154,-5.4,13.78,0.11,4,-,-,-,-,-,-,17041,17132,17893,12446,0.004917048517725723,-0.3847060924620179,4.0,0.004917048517725723,0.3847060924620179,4.0
314,Argininosuccinic acid-13C-1,C10H18N4O6-13C-1,-,290.1187,-7.6,13.74,0.22,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
315,Argininosuccinic acid-13C-2,C10H18N4O6-13C-2,-,291.1221,-3.3,13.66,0.22,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
316,Argininosuccinic acid-13C-3,C10H18N4O6-13C-3,-,292.1254,-8.0,13.78,0.08,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
317,Argininosuccinic acid-13C-4,C10H18N4O6-13C-4,-,293.1288,-9.1,13.73,0.05,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
318,Argininosuccinic acid-13C-5,C10H18N4O6-13C-5,-,294.1321,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
319,Argininosuccinic acid-13C-6,C10H18N4O6-13C-6,-,295.1355,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
320,Argininosuccinic acid-13C-7,C10H18N4O6-13C-7,-,296.1388,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
321,Argininosuccinic acid-13C-8,C10H18N4O6-13C-8,-,297.1422,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
322,Argininosuccinic acid-13C-9,C10H18N4O6-13C-9,-,298.1456,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
323,Argininosuccinic acid-13C-10,C10H18N4O6-13C-10,-,299.1489,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
324,Propionylcarnitine-13C-0,C10H19NO4-13C-0,+,218.1387,-7.7,5.74,0.48,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
325,Propionylcarnitine-13C-1,C10H19NO4-13C-1,+,219.142,-7.5,5.5,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
326,Propionylcarnitine-13C-2,C10H19NO4-13C-2,+,220.1454,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
327,Propionylcarnitine-13C-3,C10H19NO4-13C-3,+,221.1487,3.4,5.73,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
328,Propionylcarnitine-13C-4,C10H19NO4-13C-4,+,222.1521,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
329,Propionylcarnitine-13C-5,C10H19NO4-13C-5,+,223.1555,-9.2,5.74,0.44,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
330,Propionylcarnitine-13C-6,C10H19NO4-13C-6,+,224.1588,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
331,Propionylcarnitine-13C-7,C10H19NO4-13C-7,+,225.1622,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
332,Propionylcarnitine-13C-8,C10H19NO4-13C-8,+,226.1655,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
333,Propionylcarnitine-13C-9,C10H19NO4-13C-9,+,227.1689,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
334,Propionylcarnitine-13C-10,C10H19NO4-13C-10,+,228.1722,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
335,L-Tryptophan-13C-0,C11H12N2O2-13C-0,+,205.0972,-4.2,8.16,0.07,10,1280004,1318036,1014902,993361,1134686,876164,2316634,1275974,1487906,2382741,0.013160553440886564,-0.7585568432816856,191.0,0.013160553440886564,0.7585568432816856,191.0
336,L-Tryptophan-13C-1,C11H12N2O2-13C-1,+,206.1005,-2.5,8.19,0.36,10,66563,74201,56760,46004,69421,67011,120322,56567,81443,105955,0.05337206761883119,-0.5241904645639033,2.0,0.05337206761883119,0.5241904645639034,2.0
337,L-Tryptophan-13C-2,C11H12N2O2-13C-2,+,207.1039,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
338,L-Tryptophan-13C-3,C11H12N2O2-13C-3,+,208.1072,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
339,L-Tryptophan-13C-4,C11H12N2O2-13C-4,+,209.1106,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
340,L-Tryptophan-13C-5,C11H12N2O2-13C-5,+,210.1139,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
341,L-Tryptophan-13C-6,C11H12N2O2-13C-6,+,211.1173,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
342,L-Tryptophan-13C-7,C11H12N2O2-13C-7,+,212.1206,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
343,L-Tryptophan-13C-8,C11H12N2O2-13C-8,+,213.124,-5.6,8.2,0.4,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
344,L-Tryptophan-13C-9,C11H12N2O2-13C-9,+,214.1273,-8.6,8.2,0.17,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
345,L-Tryptophan-13C-10,C11H12N2O2-13C-10,+,215.1307,-6.1,8.19,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
346,L-Tryptophan-13C-11,C11H12N2O2-13C-11,+,216.1341,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
347,N-Acetyl-L-phenylalanine-13C-0,C11H13NO3-13C-0,+,208.0968,-1.1,3.27,0.02,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
348,N-Acetyl-L-phenylalanine-13C-1,C11H13NO3-13C-1,+,209.1002,7.8,3.28,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
349,N-Acetyl-L-phenylalanine-13C-2,C11H13NO3-13C-2,+,210.1035,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
350,N-Acetyl-L-phenylalanine-13C-3,C11H13NO3-13C-3,+,211.1069,9.5,3.09,0.0,1,-,106730,-,-,-,-,-,-,-,-,0.4468133341149085,1.3852469495269586,0.0,0.4468133341149085,-1.3852469495269586,0.0
351,N-Acetyl-L-phenylalanine-13C-4,C11H13NO3-13C-4,+,212.1102,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
352,N-Acetyl-L-phenylalanine-13C-5,C11H13NO3-13C-5,+,213.1136,-7.5,3.33,0.04,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
353,N-Acetyl-L-phenylalanine-13C-6,C11H13NO3-13C-6,+,214.1169,-1.2,2.94,0.19,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
354,N-Acetyl-L-phenylalanine-13C-7,C11H13NO3-13C-7,+,215.1203,2.8,3.18,0.0,1,-,-,-,-,-,-,-,-,13378,-,0.24150397191306,-0.11696353718265995,0.0,0.24150397191306,0.11696353718265995,0.0
355,N-Acetyl-L-phenylalanine-13C-8,C11H13NO3-13C-8,+,216.1237,-4.4,3.27,0.39,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
356,N-Acetyl-L-phenylalanine-13C-9,C11H13NO3-13C-9,+,217.127,3.2,2.94,0.33,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
357,N-Acetyl-L-phenylalanine-13C-10,C11H13NO3-13C-10,+,218.1304,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
358,N-Acetyl-L-phenylalanine-13C-11,C11H13NO3-13C-11,+,219.1337,4.9,2.94,0.34,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
359,5'-Methylthioadenosine-13C-0,C11H15N5O3S-13C-0,+,298.0968,-4.1,4.27,0.13,1,-,-,-,-,-,-,-,-,10175,-,0.24150397191306,-0.0062980239003690595,0.0,0.24150397191306,0.00629802390036911,0.0
360,5'-Methylthioadenosine-13C-1,C11H15N5O3S-13C-1,+,299.1002,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
361,5'-Methylthioadenosine-13C-2,C11H15N5O3S-13C-2,+,300.1035,9.8,4.16,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
362,5'-Methylthioadenosine-13C-3,C11H15N5O3S-13C-3,+,301.1069,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
363,5'-Methylthioadenosine-13C-4,C11H15N5O3S-13C-4,+,302.1103,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
364,5'-Methylthioadenosine-13C-5,C11H15N5O3S-13C-5,+,303.1136,-2.0,4.27,0.25,10,15818,15516,26573,10377,22734,12909,31958,25201,37260,35294,0.003879494183626511,-0.904715064415395,12.0,0.003879494183626511,0.9047150644153952,12.0
365,5'-Methylthioadenosine-13C-6,C11H15N5O3S-13C-6,+,304.117,-2.8,4.17,0.25,10,25361,11106,13603,17080,13068,18741,29320,42758,19337,37129,0.011563377379245465,-0.9623219455440609,4.0,0.011563377379245465,0.9623219455440613,4.0
366,5'-Methylthioadenosine-13C-7,C11H15N5O3S-13C-7,+,305.1203,-3.3,4.17,0.25,9,10278,-,15611,10887,12626,12395,23543,27442,16708,17600,0.0033710208973131628,-0.8334662820301673,9.0,0.0033710208973131628,0.8334662820301674,9.0
367,5'-Methylthioadenosine-13C-8,C11H15N5O3S-13C-8,+,306.1237,-3.5,4.17,0.25,4,-,-,-,-,-,-,17421,21450,10359,11945,0.030338125607402174,-0.6129421963046651,1.0,0.030338125607402174,0.6129421963046648,1.0
368,5'-Methylthioadenosine-13C-9,C11H15N5O3S-13C-9,+,307.127,-2.4,4.17,0.25,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
369,5'-Methylthioadenosine-13C-10,C11H15N5O3S-13C-10,+,308.1304,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
370,5'-Methylthioadenosine-13C-11,C11H15N5O3S-13C-11,+,309.1337,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
371,Saccharopine-13C-0,C11H20N2O6-13C-0,-,275.1249,1.6,11.04,0.37,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
372,Saccharopine-13C-1,C11H20N2O6-13C-1,-,276.1282,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
373,Saccharopine-13C-2,C11H20N2O6-13C-2,-,277.1316,7.0,11.13,0.09,4,-,-,-,-,-,-,23327,25270,33026,22298,3.274876797217785e-05,-1.377415313465736,1427.0,3.274876797217785e-05,1.377415313465736,1427.0
374,Saccharopine-13C-3,C11H20N2O6-13C-3,-,278.1349,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
375,Saccharopine-13C-4,C11H20N2O6-13C-4,-,279.1383,-8.2,11.35,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
376,Saccharopine-13C-5,C11H20N2O6-13C-5,-,280.1416,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
377,Saccharopine-13C-6,C11H20N2O6-13C-6,-,281.145,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
378,Saccharopine-13C-7,C11H20N2O6-13C-7,-,282.1483,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
379,Saccharopine-13C-8,C11H20N2O6-13C-8,-,283.1517,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
380,Saccharopine-13C-9,C11H20N2O6-13C-9,-,284.1551,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
381,Saccharopine-13C-10,C11H20N2O6-13C-10,-,285.1584,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
382,Saccharopine-13C-11,C11H20N2O6-13C-11,-,286.1618,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
383,Butyrylcarnitine-13C-0,C11H21NO4-13C-0,+,232.1543,-1.4,5.93,0.48,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
384,Butyrylcarnitine-13C-1,C11H21NO4-13C-1,+,233.1577,-0.4,5.93,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
385,Butyrylcarnitine-13C-2,C11H21NO4-13C-2,+,234.161,-7.9,5.76,0.33,3,-,-,11533,-,-,10388,13206,-,-,-,0.5151518990198618,-0.06576540287483994,0.0,0.5151518990198618,0.06576540287484008,0.0
386,Butyrylcarnitine-13C-3,C11H21NO4-13C-3,+,235.1644,-7.2,5.81,0.06,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
387,Butyrylcarnitine-13C-4,C11H21NO4-13C-4,+,236.1678,-3.6,5.81,0.33,9,26414,33662,35216,28438,30729,28736,31210,25457,10847,-,0.03918438221809808,0.6558888194705144,1.0,0.03918438221809808,-0.6558888194705144,1.0
388,Butyrylcarnitine-13C-5,C11H21NO4-13C-5,+,237.1711,-7.6,5.94,0.48,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
389,Butyrylcarnitine-13C-6,C11H21NO4-13C-6,+,238.1745,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
390,Butyrylcarnitine-13C-7,C11H21NO4-13C-7,+,239.1778,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
391,Butyrylcarnitine-13C-8,C11H21NO4-13C-8,+,240.1812,-5.7,5.76,0.33,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
392,Butyrylcarnitine-13C-9,C11H21NO4-13C-9,+,241.1845,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
393,Butyrylcarnitine-13C-10,C11H21NO4-13C-10,+,242.1879,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
394,Butyrylcarnitine-13C-11,C11H21NO4-13C-11,+,243.1912,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
395,Valerylcarnitine-13C-0,C12H23NO4-13C-0,+,246.17,-6.0,3.73,0.21,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
396,Valerylcarnitine-13C-1,C12H23NO4-13C-1,+,247.1733,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
397,Valerylcarnitine-13C-2,C12H23NO4-13C-2,+,248.1767,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
398,Valerylcarnitine-13C-3,C12H23NO4-13C-3,+,249.18,9.0,3.77,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
399,Valerylcarnitine-13C-4,C12H23NO4-13C-4,+,250.1834,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
