,Metabolite,Formula,Polarity (z),Labeling,Ion Mode,RT Start (min),RT End (min),m/z Tolerance (ppm),RT Tolerance (min),mz,obs_mz,ppm,winner,is_global_winner,RT,RT_min,RT_max,RT_range,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,Blank_0,Blank_1,Blank_2,Blank_3,Blank_4,Blank_5,ttest_pval,1/pvalue,np_Mean,p_Mean,Log2FoldChange,LogFoldChange,blank_threshold,combined_mean,impact_score,Detection
1002,6-Phosphogluconic acid-13C-4,C6H13O10P-13C-4,-,13C,ESI,14.0,17.0,10.0,0.2,279.0308,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1003,6-Phosphogluconic acid-13C-5,C6H13O10P-13C-5,-,13C,ESI,14.0,17.0,10.0,0.2,280.0341,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1004,6-Phosphogluconic acid-13C-6,C6H13O10P-13C-6,-,13C,ESI,14.0,17.0,10.0,0.2,281.0375,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1005,"Fructose 1,6-bisphosphate-13C-0",C6H14O12P2-13C-0,-,13C,ESI,14.1,16.1,10.0,0.2,338.9888,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1006,"Fructose 1,6-bisphosphate-13C-1",C6H14O12P2-13C-1,-,13C,ESI,14.1,16.1,10.0,0.2,339.9921,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1007,"Fructose 1,6-bisphosphate-13C-2",C6H14O12P2-13C-2,-,13C,ESI,14.1,16.1,10.0,0.2,340.9955,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1008,"Fructose 1,6-bisphosphate-13C-3",C6H14O12P2-13C-3,-,13C,ESI,14.1,16.1,10.0,0.2,341.9988,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1009,"Fructose 1,6-bisphosphate-13C-4",C6H14O12P2-13C-4,-,13C,ESI,14.1,16.1,10.0,0.2,343.0022,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1010,"Fructose 1,6-bisphosphate-13C-5",C6H14O12P2-13C-5,-,13C,ESI,14.1,16.1,10.0,0.2,344.0055,344.0078,6.5,S04433,Yes,14.34,14.34,14.39,0.06,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1011,"Fructose 1,6-bisphosphate-13C-6",C6H14O12P2-13C-6,-,13C,ESI,14.1,16.1,10.0,0.2,345.0089,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1012,Nicotinic acid-13C-0,C6H5NO2-13C-0,-,13C,ESI,5.5,7.5,10.0,0.2,122.0248,122.0235,-10.3,S04429,No,5.59,5.56,5.59,0.03,17366.5,17366.5,17366.5,17366.5,17366.5,17366.5,17366.5,17366.5,17366.5,17366.5,0,0,0,0,14733,0,NA,NA,17366.5,17366.5,0.0,1.0,17366.5,17366.5,0.0,0
1013,Nicotinic acid-13C-1,C6H5NO2-13C-1,-,13C,ESI,5.5,7.5,10.0,0.2,123.0281,123.0293,9.7,SQ319_B_1,No,5.51,5.5,5.7,0.2,112111.5,112111.5,112111.5,112111.5,112111.5,112111.5,112111.5,112111.5,112111.5,112111.5,26621,81642,0,13847,30914,51199,NA,NA,112111.5,112111.5,0.0,1.0,112111.5,112111.5,0.0,0
1014,Nicotinic acid-13C-2,C6H5NO2-13C-2,-,13C,ESI,5.5,7.5,10.0,0.2,124.0315,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1015,Nicotinic acid-13C-3,C6H5NO2-13C-3,-,13C,ESI,5.5,7.5,10.0,0.2,125.0348,125.0344,-3.3,S04430,Yes,5.56,5.5,5.73,0.23,1208560.5,1208560.5,1208560.5,1208560.5,1208560.5,1208560.5,1208560.5,1208560.5,1208560.5,1208560.5,421690,467911,432463,346119,349170,379768,NA,NA,1208560.5,1208560.5,0.0,1.0,1208560.5,1208560.5,0.0,0
1016,Nicotinic acid-13C-4,C6H5NO2-13C-4,-,13C,ESI,5.5,7.5,10.0,0.2,126.0382,126.0379,-2.2,SQ319_B_5,No,5.6,5.59,5.7,0.11,28474.0,28474.0,28474.0,28474.0,28474.0,28474.0,28474.0,28474.0,28474.0,28474.0,18253,0,0,0,0,18695,NA,NA,28474.0,28474.0,0.0,1.0,28474.0,28474.0,0.0,0
1017,Nicotinic acid-13C-5,C6H5NO2-13C-5,-,13C,ESI,5.5,7.5,10.0,0.2,127.0415,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1018,Nicotinic acid-13C-6,C6H5NO2-13C-6,-,13C,ESI,5.5,7.5,10.0,0.2,128.0449,128.0454,4.1,S04435,No,5.73,5.5,5.73,0.23,42462.5,42462.5,42462.5,42462.5,42462.5,42462.5,42462.5,42462.5,42462.5,69475.0,18095,14634,18874,0,0,13322,0.24150397191306,4.140718647724743,42462.5,49215.625,-0.21292710268961715,0.8627849387262684,42462.5,45839.0625,0.0,1
1019,Niacinamide-13C-0,C6H6N2O-13C-0,+,13C,ESI,3.3,5.3,10.0,0.2,123.0553,123.055,-2.4,S04432,Yes,4.61,4.42,4.8,0.38,4694396.0,4933978.0,4114784.0,3714892.0,3903342.0,3664951.0,8009998.0,6969803.0,6648222.0,7505179.0,16248,26577,63693,15662,58554,58897,2.4362512445404295e-05,41046.66964217964,4171057.1666666665,7283300.5,-0.8041792848915135,0.5726877761897462,129815.5,5727178.833333333,410488.0,10
1020,Niacinamide-13C-1,C6H6N2O-13C-1,+,13C,ESI,3.3,5.3,10.0,0.2,124.0586,124.0584,-2.0,S04432,No,4.61,4.58,4.66,0.08,177402.0,197703.0,124784.0,135844.0,135856.0,129513.0,388242.0,336388.0,346168.0,380755.0,0,0,0,0,0,0,2.726818428597608e-06,366727.7547754788,150183.66666666666,362888.25,-1.2727974243458686,0.41385651551591063,10000.0,256535.9583333333,227322.0,10
1021,Niacinamide-13C-2,C6H6N2O-13C-2,+,13C,ESI,3.3,5.3,10.0,0.2,125.062,125.061,-8.0,S04426,No,4.66,4.61,4.66,0.05,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1022,Niacinamide-13C-3,C6H6N2O-13C-3,+,13C,ESI,3.3,5.3,10.0,0.2,126.0654,126.0661,5.9,SQ319_B_4,No,4.66,4.42,4.8,0.38,221319.5,221319.5,221319.5,221319.5,221319.5,221319.5,221319.5,221319.5,221319.5,221319.5,60354,63628,37981,87635,128895,44146,NA,NA,221319.5,221319.5,0.0,1.0,221319.5,221319.5,0.0,0
1023,Niacinamide-13C-4,C6H6N2O-13C-4,+,13C,ESI,3.3,5.3,10.0,0.2,127.0687,127.0693,4.7,SQ319_B_0,No,4.8,4.58,4.8,0.21,12538.5,12538.5,12538.5,12538.5,12538.5,12538.5,12538.5,12538.5,12538.5,12538.5,3305,0,0,0,1772,0,NA,NA,12538.5,12538.5,0.0,1.0,12538.5,12538.5,0.0,0
1024,Niacinamide-13C-5,C6H6N2O-13C-5,+,13C,ESI,3.3,5.3,10.0,0.2,128.0721,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1025,Niacinamide-13C-6,C6H6N2O-13C-6,+,13C,ESI,3.3,5.3,10.0,0.2,129.0754,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1026,Phenol-13C-0,C6H6O-13C-0,-,13C,ESI,2.1,4.1,10.0,0.2,93.0346,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1027,Phenol-13C-1,C6H6O-13C-1,-,13C,ESI,2.1,4.1,10.0,0.2,94.0379,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1028,Phenol-13C-2,C6H6O-13C-2,-,13C,ESI,2.1,4.1,10.0,0.2,95.0413,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1029,Phenol-13C-3,C6H6O-13C-3,-,13C,ESI,2.1,4.1,10.0,0.2,96.0447,96.0442,-4.7,SQ319_B_1,No,2.43,2.37,2.86,0.49,202981.0,202981.0,202981.0,202981.0,202981.0,202981.0,202981.0,202981.0,202981.0,202981.0,91503,92869,0,34214,86326,81050,NA,NA,202981.0,202981.0,0.0,1.0,202981.0,202981.0,0.0,0
1030,Phenol-13C-4,C6H6O-13C-4,-,13C,ESI,2.1,4.1,10.0,0.2,97.048,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1031,Phenol-13C-5,C6H6O-13C-5,-,13C,ESI,2.1,4.1,10.0,0.2,98.0514,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1032,Phenol-13C-6,C6H6O-13C-6,-,13C,ESI,2.1,4.1,10.0,0.2,99.0547,99.055,2.9,S04426,Yes,2.62,2.37,2.86,0.49,161427.5,161427.5,161427.5,161427.5,161427.5,161427.5,161427.5,161427.5,161427.5,161427.5,31105,35621,96424,103457,21920,14328,NA,NA,161427.5,161427.5,0.0,1.0,161427.5,161427.5,0.0,0
1033,cis-Aconitic acid-13C-0,C6H6O6-13C-0,-,13C,ESI,14.1,16.1,10.0,0.2,173.0092,173.0081,-6.1,S04433,No,15.17,15.12,15.26,0.14,35986.0,35986.0,35986.0,35986.0,35986.0,35986.0,35986.0,35986.0,35986.0,35986.0,6167,11877,3979,5318,12178,12453,NA,NA,35986.0,35986.0,0.0,1.0,35986.0,35986.0,0.0,0
1034,cis-Aconitic acid-13C-1,C6H6O6-13C-1,-,13C,ESI,14.1,16.1,10.0,0.2,174.0125,174.0108,-9.9,S04430,No,15.16,15.16,15.16,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1035,cis-Aconitic acid-13C-2,C6H6O6-13C-2,-,13C,ESI,14.1,16.1,10.0,0.2,175.0159,175.0146,-7.3,S04433,Yes,15.17,15.12,15.26,0.14,38953.0,24553.0,29379.0,18475.5,26778.0,25125.0,38050.0,44726.0,18475.5,18475.5,0,0,13104,0,3847,0,0.6802562273368344,1.470034319149043,27210.583333333332,29931.75,-0.13750874537064206,0.9090876187771625,18475.5,28571.166666666664,0.0,7
1036,cis-Aconitic acid-13C-3,C6H6O6-13C-3,-,13C,ESI,14.1,16.1,10.0,0.2,176.0192,176.0181,-6.4,S04426,No,15.15,15.15,15.18,0.04,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1037,cis-Aconitic acid-13C-4,C6H6O6-13C-4,-,13C,ESI,14.1,16.1,10.0,0.2,177.0226,177.0215,-6.1,S04432,No,15.16,15.15,15.26,0.11,12366.5,12366.5,12366.5,12366.5,12366.5,12366.5,18091.0,12366.5,12366.5,12366.5,0,0,4733,0,0,0,0.24150397191306,4.140718647724743,12366.5,13797.625,-0.15798271306355746,0.8962774390520107,12366.5,13082.0625,0.0,1
1038,cis-Aconitic acid-13C-5,C6H6O6-13C-5,-,13C,ESI,14.1,16.1,10.0,0.2,178.0259,178.025,-5.3,S04426,No,15.15,15.15,15.26,0.11,13233.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,0.4468133341149082,2.238071077222658,10538.833333333334,10000.0,0.0757151670344835,1.0538833333333333,10000.0,10269.416666666668,0.0,1
1039,cis-Aconitic acid-13C-6,C6H6O6-13C-6,-,13C,ESI,14.1,16.1,10.0,0.2,179.0293,179.0277,-8.9,S04433,No,15.17,15.17,15.17,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,14741.0,10000.0,10000.0,0,0,0,0,0,0,0.24150397191305997,4.140718647724743,10000.0,11185.25,-0.16159750223784602,0.8940345544355289,10000.0,10592.625,0.0,1
1040,Oxoadipic acid-13C-0,C6H8O5-13C-0,-,13C,ESI,7.5,9.5,10.0,0.2,159.0299,159.0305,3.8,S04430,No,8.65,8.49,8.91,0.42,151339.5,151339.5,151339.5,151339.5,151339.5,151339.5,151339.5,151339.5,151339.5,151339.5,42329,69398,55102,18088,45375,52387,NA,NA,151339.5,151339.5,0.0,1.0,151339.5,151339.5,0.0,0
1041,Oxoadipic acid-13C-1,C6H8O5-13C-1,-,13C,ESI,7.5,9.5,10.0,0.2,160.0333,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1042,Oxoadipic acid-13C-2,C6H8O5-13C-2,-,13C,ESI,7.5,9.5,10.0,0.2,161.0366,161.0351,-9.4,S04435,No,8.65,8.65,8.65,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1043,Oxoadipic acid-13C-3,C6H8O5-13C-3,-,13C,ESI,7.5,9.5,10.0,0.2,162.04,162.0413,8.3,S04434,No,8.53,8.49,8.91,0.42,109978.5,109978.5,109978.5,109978.5,109978.5,109978.5,109978.5,109978.5,109978.5,109978.5,34211,19051,45819,34438,37479,28959,NA,NA,109978.5,109978.5,0.0,1.0,109978.5,109978.5,0.0,0
1044,Oxoadipic acid-13C-4,C6H8O5-13C-4,-,13C,ESI,7.5,9.5,10.0,0.2,163.0433,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1045,Oxoadipic acid-13C-5,C6H8O5-13C-5,-,13C,ESI,7.5,9.5,10.0,0.2,164.0467,164.0456,-6.5,SQ319_B_1,Yes,8.74,8.49,8.91,0.42,442462.0,442462.0,442462.0,442462.0,442462.0,442462.0,442462.0,442462.0,442462.0,442462.0,122866,224346,170928,109167,130218,107399,NA,NA,442462.0,442462.0,0.0,1.0,442462.0,442462.0,0.0,0
1046,Oxoadipic acid-13C-6,C6H8O5-13C-6,-,13C,ESI,7.5,9.5,10.0,0.2,165.05,165.0488,-7.4,S04426,No,8.57,8.57,8.65,0.08,11182.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,0.44681333411490864,2.238071077222656,10197.0,10000.0,0.028144767713378684,1.0197,10000.0,10098.5,0.0,1
1047,Citric acid-13C-0,C6H8O7-13C-0,-,13C,ESI,14.2,16.2,10.0,0.2,191.0197,191.0182,-8.0,SQ319_B_0,Yes,15.66,15.57,15.87,0.3,147448.0,147448.0,147448.0,147448.0,147448.0,147448.0,147448.0,147448.0,147448.0,147448.0,68941,53754,54997,37721,35875,23608,NA,NA,147448.0,147448.0,0.0,1.0,147448.0,147448.0,0.0,0
1048,Citric acid-13C-1,C6H8O7-13C-1,-,13C,ESI,14.2,16.2,10.0,0.2,192.0231,192.0224,-3.5,S04434,No,15.64,15.57,15.87,0.3,11114.5,11114.5,11114.5,11114.5,11114.5,11114.5,11114.5,11114.5,11114.5,11114.5,0,0,0,0,2229,0,NA,NA,11114.5,11114.5,0.0,1.0,11114.5,11114.5,0.0,0
1049,Citric acid-13C-2,C6H8O7-13C-2,-,13C,ESI,14.2,16.2,10.0,0.2,193.0264,193.0246,-9.5,S04433,No,15.61,15.57,15.82,0.25,11159.0,11159.0,14281.0,11159.0,11159.0,11159.0,14288.0,28176.0,11159.0,16187.0,0,0,0,0,0,2318,0.09169722596805324,10.905455311684063,11679.333333333334,17452.5,-0.5794757852039794,0.669206894905219,11159.0,14565.916666666668,0.0,4
1050,Citric acid-13C-3,C6H8O7-13C-3,-,13C,ESI,14.2,16.2,10.0,0.2,194.0298,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1051,Citric acid-13C-4,C6H8O7-13C-4,-,13C,ESI,14.2,16.2,10.0,0.2,195.0331,195.0316,-7.9,S04433,No,15.61,15.57,15.65,0.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,17753.0,10000.0,10000.0,0,0,0,0,0,0,0.24150397191306,4.140718647724743,10000.0,11938.25,-0.25559137082728844,0.8376437082486964,10000.0,10969.125,0.0,1
1052,Citric acid-13C-5,C6H8O7-13C-5,-,13C,ESI,14.2,16.2,10.0,0.2,196.0365,196.0359,-3.1,S04433,No,15.61,15.57,15.67,0.1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1053,Citric acid-13C-6,C6H8O7-13C-6,-,13C,ESI,14.2,16.2,10.0,0.2,197.0399,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1054,L-Histidine-13C-0,C6H9N3O2-13C-0,+,13C,ESI,9.9,11.9,10.0,0.2,156.0768,156.0762,-3.5,S04435,Yes,10.94,10.88,10.96,0.09,17911964.0,15464060.0,12585364.0,12054296.0,12654645.0,10961265.0,24862002.0,18483388.0,19524272.0,27154710.0,192408,79299,205566,64192,271593,68976,0.0029316256210787563,341.10767514442307,13605265.666666666,22506093.0,-0.7261505023577799,0.6045147714739589,451017.0,18055679.333333332,10188.0,10
1055,L-Histidine-13C-1,C6H9N3O2-13C-1,+,13C,ESI,9.9,11.9,10.0,0.2,157.0801,157.0796,-3.2,S04435,No,10.94,10.88,10.96,0.09,778010.0,794124.0,535578.0,621873.0,559585.0,424063.0,1187970.0,950142.0,950328.0,1354321.0,3671,1989,2231,2139,4842,1897,0.0017988265979806076,555.9179529158711,618872.1666666666,1110690.25,-0.8437431887737417,0.5571960019156256,18384.5,864781.2083333333,863.0,10
1056,L-Histidine-13C-2,C6H9N3O2-13C-2,+,13C,ESI,9.9,11.9,10.0,0.2,158.0835,158.0824,-6.7,S04435,No,10.94,10.89,10.96,0.07,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11121.0,10000.0,11852.0,12805.0,0,0,0,0,0,0,0.014992727713638585,66.6990036169549,10000.0,11444.5,-0.19465443421053014,0.8737821661059898,10000.0,10722.25,1.0,3
1057,L-Histidine-13C-3,C6H9N3O2-13C-3,+,13C,ESI,9.9,11.9,10.0,0.2,159.0868,159.086,-5.1,SQ319_B_0,No,10.9,10.9,10.9,0.0,11129.0,11129.0,11129.0,11129.0,11129.0,11129.0,11129.0,11129.0,11129.0,11129.0,2258,0,0,0,0,0,NA,NA,11129.0,11129.0,0.0,1.0,11129.0,11129.0,0.0,0
1058,L-Histidine-13C-4,C6H9N3O2-13C-4,+,13C,ESI,9.9,11.9,10.0,0.2,160.0902,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1059,L-Histidine-13C-5,C6H9N3O2-13C-5,+,13C,ESI,9.9,11.9,10.0,0.2,161.0935,161.092,-9.5,SQ319_B_2,No,10.9,10.9,10.95,0.05,16391.0,16391.0,16391.0,16391.0,16391.0,16391.0,16391.0,16391.0,16391.0,16391.0,0,2232,5902,2875,1773,0,NA,NA,16391.0,16391.0,0.0,1.0,16391.0,16391.0,0.0,0
1060,L-Histidine-13C-6,C6H9N3O2-13C-6,+,13C,ESI,9.9,11.9,10.0,0.2,162.0969,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1061,N-Acetylglutamic acid-13C-0,C7H11NO5-13C-0,+,13C,ESI,10.3,12.3,10.0,0.2,190.071,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1062,N-Acetylglutamic acid-13C-1,C7H11NO5-13C-1,+,13C,ESI,10.3,12.3,10.0,0.2,191.0744,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1063,N-Acetylglutamic acid-13C-2,C7H11NO5-13C-2,+,13C,ESI,10.3,12.3,10.0,0.2,192.0777,192.0768,-4.7,S04432,No,11.38,11.38,11.47,0.08,10000.0,54543.0,46420.0,10000.0,10000.0,10000.0,60991.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,0.9608559703635804,1.0407387067820455,23493.833333333332,22747.75,0.04655827342992464,1.032798115564543,10000.0,23120.791666666664,0.0,3
1064,N-Acetylglutamic acid-13C-3,C7H11NO5-13C-3,+,13C,ESI,10.3,12.3,10.0,0.2,193.0811,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1065,N-Acetylglutamic acid-13C-4,C7H11NO5-13C-4,+,13C,ESI,10.3,12.3,10.0,0.2,194.0844,194.084,-2.2,S04431,Yes,11.29,11.05,11.45,0.4,65476.0,65476.0,65476.0,65476.0,65476.0,65476.0,65476.0,65476.0,65476.0,65476.0,18755,20242,17236,18140,21498,15081,NA,NA,65476.0,65476.0,0.0,1.0,65476.0,65476.0,0.0,0
1066,N-Acetylglutamic acid-13C-5,C7H11NO5-13C-5,+,13C,ESI,10.3,12.3,10.0,0.2,195.0878,195.0864,-7.0,S04430,No,11.12,11.05,11.45,0.4,20993.5,20993.5,20993.5,20993.5,36277.0,20993.5,20993.5,20993.5,27465.0,20993.5,7613,2414,1840,3270,3911,2939,0.7933651499125952,1.260453651272897,23540.75,22611.375,0.05811155967590422,1.0411021001597647,20993.5,23076.0625,0.0,2
1067,N-Acetylglutamic acid-13C-6,C7H11NO5-13C-6,+,13C,ESI,10.3,12.3,10.0,0.2,196.0911,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
1068,N-Acetylglutamic acid-13C-7,C7H11NO5-13C-7,+,13C,ESI,10.3,12.3,10.0,0.2,197.0945,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
