,Metabolite,Formula,Polarity (z),Labeling,Ion Mode,RT Start (min),RT End (min),m/z Tolerance (ppm),RT Tolerance (min),mz,obs_mz,ppm,winner,is_global_winner,RT,RT_min,RT_max,RT_range,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,Blank_0,Blank_1,Blank_2,Blank_3,Blank_4,Blank_5,ttest_pval,1/pvalue,np_Mean,p_Mean,Log2FoldChange,LogFoldChange,blank_threshold,combined_mean,impact_score,Detection
258,Guanosine diphosphate-13C-0,C10H15N5O11P2-13C-0,-,13C,ESI,13.8,15.8,10.0,0.2,442.0171,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
259,Guanosine diphosphate-13C-1,C10H15N5O11P2-13C-1,-,13C,ESI,13.8,15.8,10.0,0.2,443.0204,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
260,Guanosine diphosphate-13C-2,C10H15N5O11P2-13C-2,-,13C,ESI,13.8,15.8,10.0,0.2,444.0238,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
261,Guanosine diphosphate-13C-3,C10H15N5O11P2-13C-3,-,13C,ESI,13.8,15.8,10.0,0.2,445.0271,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
262,Guanosine diphosphate-13C-4,C10H15N5O11P2-13C-4,-,13C,ESI,13.8,15.8,10.0,0.2,446.0305,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
263,Guanosine diphosphate-13C-5,C10H15N5O11P2-13C-5,-,13C,ESI,13.8,15.8,10.0,0.2,447.0338,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
264,Guanosine diphosphate-13C-6,C10H15N5O11P2-13C-6,-,13C,ESI,13.8,15.8,10.0,0.2,448.0372,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
265,Guanosine diphosphate-13C-7,C10H15N5O11P2-13C-7,-,13C,ESI,13.8,15.8,10.0,0.2,449.0405,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
266,Guanosine diphosphate-13C-8,C10H15N5O11P2-13C-8,-,13C,ESI,13.8,15.8,10.0,0.2,450.0439,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
267,Guanosine diphosphate-13C-9,C10H15N5O11P2-13C-9,-,13C,ESI,13.8,15.8,10.0,0.2,451.0472,451.0433,-8.8,S04433,Yes,15.01,14.84,15.01,0.17,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
268,Guanosine diphosphate-13C-10,C10H15N5O11P2-13C-10,-,13C,ESI,13.8,15.8,10.0,0.2,452.0506,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
269,dTDP-13C-0,C10H16N2O11P2-13C-0,-,13C,ESI,11.0,13.0,10.0,0.2,401.0157,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
270,dTDP-13C-1,C10H16N2O11P2-13C-1,-,13C,ESI,11.0,13.0,10.0,0.2,402.019,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
271,dTDP-13C-2,C10H16N2O11P2-13C-2,-,13C,ESI,11.0,13.0,10.0,0.2,403.0224,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
272,dTDP-13C-3,C10H16N2O11P2-13C-3,-,13C,ESI,11.0,13.0,10.0,0.2,404.0257,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
273,dTDP-13C-4,C10H16N2O11P2-13C-4,-,13C,ESI,11.0,13.0,10.0,0.2,405.0291,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
274,dTDP-13C-5,C10H16N2O11P2-13C-5,-,13C,ESI,11.0,13.0,10.0,0.2,406.0324,406.0302,-5.5,SQ319_B_1,Yes,11.32,11.32,11.56,0.24,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,14533.5,0,4568,4499,0,0,0,NA,NA,14533.5,14533.5,0.0,1.0,14533.5,14533.5,0.0,0
275,dTDP-13C-6,C10H16N2O11P2-13C-6,-,13C,ESI,11.0,13.0,10.0,0.2,407.0358,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
276,dTDP-13C-7,C10H16N2O11P2-13C-7,-,13C,ESI,11.0,13.0,10.0,0.2,408.0391,408.0359,-7.9,SQ319_B_0,No,11.32,11.32,11.32,0.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,11572.0,3144,0,0,0,0,0,NA,NA,11572.0,11572.0,0.0,1.0,11572.0,11572.0,0.0,0
277,dTDP-13C-8,C10H16N2O11P2-13C-8,-,13C,ESI,11.0,13.0,10.0,0.2,409.0425,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
278,dTDP-13C-9,C10H16N2O11P2-13C-9,-,13C,ESI,11.0,13.0,10.0,0.2,410.0459,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
279,dTDP-13C-10,C10H16N2O11P2-13C-10,-,13C,ESI,11.0,13.0,10.0,0.2,411.0492,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
280,Adenosine triphosphate-13C-0,C10H16N5O13P3-13C-0,-,13C,ESI,12.5,14.5,10.0,0.2,505.9885,505.9908,4.6,SQ319_B_0,No,14.26,14.12,14.43,0.31,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,13744.0,4917,0,2571,0,0,0,NA,NA,13744.0,13744.0,0.0,1.0,13744.0,13744.0,0.0,0
281,Adenosine triphosphate-13C-1,C10H16N5O13P3-13C-1,-,13C,ESI,12.5,14.5,10.0,0.2,506.9918,506.9887,-6.2,S04433,No,14.18,14.06,14.18,0.12,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
282,Adenosine triphosphate-13C-2,C10H16N5O13P3-13C-2,-,13C,ESI,12.5,14.5,10.0,0.2,507.9952,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
283,Adenosine triphosphate-13C-3,C10H16N5O13P3-13C-3,-,13C,ESI,12.5,14.5,10.0,0.2,508.9985,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
284,Adenosine triphosphate-13C-4,C10H16N5O13P3-13C-4,-,13C,ESI,12.5,14.5,10.0,0.2,510.0019,509.9984,-6.8,SQ319_B_4,No,14.08,14.08,14.08,0.0,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,11619.5,0,0,0,0,3239,0,NA,NA,11619.5,11619.5,0.0,1.0,11619.5,11619.5,0.0,0
285,Adenosine triphosphate-13C-5,C10H16N5O13P3-13C-5,-,13C,ESI,12.5,14.5,10.0,0.2,511.0052,511.0063,2.1,S04433,Yes,14.18,14.18,14.29,0.11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
286,Adenosine triphosphate-13C-6,C10H16N5O13P3-13C-6,-,13C,ESI,12.5,14.5,10.0,0.2,512.0086,512.0096,2.0,S04435,No,14.26,14.18,14.26,0.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
287,Adenosine triphosphate-13C-7,C10H16N5O13P3-13C-7,-,13C,ESI,12.5,14.5,10.0,0.2,513.012,513.0091,-5.6,S04430,No,14.08,14.08,14.29,0.21,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
288,Adenosine triphosphate-13C-8,C10H16N5O13P3-13C-8,-,13C,ESI,12.5,14.5,10.0,0.2,514.0153,514.0168,2.9,S04432,No,14.26,14.18,14.26,0.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
289,Adenosine triphosphate-13C-9,C10H16N5O13P3-13C-9,-,13C,ESI,12.5,14.5,10.0,0.2,515.0187,515.0156,-5.9,S04430,No,14.08,14.08,14.08,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
290,Adenosine triphosphate-13C-10,C10H16N5O13P3-13C-10,-,13C,ESI,12.5,14.5,10.0,0.2,516.022,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
291,Guanosine triphosphate-13C-0,C10H16N5O14P3-13C-0,-,13C,ESI,15.0,17.0,10.0,0.2,521.9834,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
292,Guanosine triphosphate-13C-1,C10H16N5O14P3-13C-1,-,13C,ESI,15.0,17.0,10.0,0.2,522.9867,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
293,Guanosine triphosphate-13C-2,C10H16N5O14P3-13C-2,-,13C,ESI,15.0,17.0,10.0,0.2,523.9901,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
294,Guanosine triphosphate-13C-3,C10H16N5O14P3-13C-3,-,13C,ESI,15.0,17.0,10.0,0.2,524.9934,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
295,Guanosine triphosphate-13C-4,C10H16N5O14P3-13C-4,-,13C,ESI,15.0,17.0,10.0,0.2,525.9968,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
296,Guanosine triphosphate-13C-5,C10H16N5O14P3-13C-5,-,13C,ESI,15.0,17.0,10.0,0.2,527.0002,526.9958,-8.3,S04431,Yes,15.01,15.01,15.01,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
297,Guanosine triphosphate-13C-6,C10H16N5O14P3-13C-6,-,13C,ESI,15.0,17.0,10.0,0.2,528.0035,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
298,Guanosine triphosphate-13C-7,C10H16N5O14P3-13C-7,-,13C,ESI,15.0,17.0,10.0,0.2,529.0069,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
299,Guanosine triphosphate-13C-8,C10H16N5O14P3-13C-8,-,13C,ESI,15.0,17.0,10.0,0.2,530.0102,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
300,Guanosine triphosphate-13C-9,C10H16N5O14P3-13C-9,-,13C,ESI,15.0,17.0,10.0,0.2,531.0136,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
301,Guanosine triphosphate-13C-10,C10H16N5O14P3-13C-10,-,13C,ESI,15.0,17.0,10.0,0.2,532.0169,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
302,Glutathione-13C-0,C10H17N3O6S-13C-0,+,13C,ESI,10.0,13.0,10.0,0.2,308.0911,308.0901,-3.2,S04435,Yes,10.71,10.69,10.78,0.09,63512.0,67810.0,60018.0,51800.0,53301.0,65422.0,59725.0,69709.0,70928.0,114809.0,0,0,0,0,0,0,0.10919013353082191,9.158336634122007,60310.5,78792.75,-0.38565369249774956,0.7654320987654321,10000.0,69551.625,1.0,10
303,Glutathione-13C-1,C10H17N3O6S-13C-1,+,13C,ESI,10.0,13.0,10.0,0.2,309.0944,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
304,Glutathione-13C-2,C10H17N3O6S-13C-2,+,13C,ESI,10.0,13.0,10.0,0.2,310.0978,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
305,Glutathione-13C-3,C10H17N3O6S-13C-3,+,13C,ESI,10.0,13.0,10.0,0.2,311.1011,311.1035,7.6,S04432,No,10.71,10.71,10.71,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
306,Glutathione-13C-4,C10H17N3O6S-13C-4,+,13C,ESI,10.0,13.0,10.0,0.2,312.1045,312.1062,5.4,S04430,No,10.74,10.71,10.78,0.07,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
307,Glutathione-13C-5,C10H17N3O6S-13C-5,+,13C,ESI,10.0,13.0,10.0,0.2,313.1079,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
308,Glutathione-13C-6,C10H17N3O6S-13C-6,+,13C,ESI,10.0,13.0,10.0,0.2,314.1112,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
309,Glutathione-13C-7,C10H17N3O6S-13C-7,+,13C,ESI,10.0,13.0,10.0,0.2,315.1146,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
310,Glutathione-13C-8,C10H17N3O6S-13C-8,+,13C,ESI,10.0,13.0,10.0,0.2,316.1179,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
311,Glutathione-13C-9,C10H17N3O6S-13C-9,+,13C,ESI,10.0,13.0,10.0,0.2,317.1213,317.12,-4.0,S04435,No,10.71,10.71,10.71,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
312,Glutathione-13C-10,C10H17N3O6S-13C-10,+,13C,ESI,10.0,13.0,10.0,0.2,318.1246,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
313,Argininosuccinic acid-13C-0,C10H18N4O6-13C-0,-,13C,ESI,12.5,14.5,10.0,0.2,289.1154,289.1138,-5.4,S04434,Yes,13.78,13.7,13.81,0.11,12353.0,12353.0,12353.0,12353.0,12353.0,12353.0,17041.0,17132.0,17893.0,12446.0,0,0,0,0,4706,0,0.004917048517725723,203.3740355408429,12353.0,16128.0,-0.384706092462018,0.7659350198412699,12353.0,14240.5,4.0,4
314,Argininosuccinic acid-13C-1,C10H18N4O6-13C-1,-,13C,ESI,12.5,14.5,10.0,0.2,290.1187,290.1165,-7.6,SQ319_B_3,No,13.74,13.58,13.8,0.22,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,18299.0,4812,3622,3222,4942,0,0,NA,NA,18299.0,18299.0,0.0,1.0,18299.0,18299.0,0.0,0
315,Argininosuccinic acid-13C-2,C10H18N4O6-13C-2,-,13C,ESI,12.5,14.5,10.0,0.2,291.1221,291.1211,-3.3,S04431,No,13.66,13.66,13.88,0.22,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,11882.5,0,0,0,0,0,3765,NA,NA,11882.5,11882.5,0.0,1.0,11882.5,11882.5,0.0,0
316,Argininosuccinic acid-13C-3,C10H18N4O6-13C-3,-,13C,ESI,12.5,14.5,10.0,0.2,292.1254,292.1231,-8.0,S04432,No,13.78,13.7,13.78,0.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
317,Argininosuccinic acid-13C-4,C10H18N4O6-13C-4,-,13C,ESI,12.5,14.5,10.0,0.2,293.1288,293.1261,-9.1,SQ319_B_4,No,13.73,13.73,13.78,0.05,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,14544.5,0,0,0,3542,5547,0,NA,NA,14544.5,14544.5,0.0,1.0,14544.5,14544.5,0.0,0
318,Argininosuccinic acid-13C-5,C10H18N4O6-13C-5,-,13C,ESI,12.5,14.5,10.0,0.2,294.1321,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
319,Argininosuccinic acid-13C-6,C10H18N4O6-13C-6,-,13C,ESI,12.5,14.5,10.0,0.2,295.1355,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
320,Argininosuccinic acid-13C-7,C10H18N4O6-13C-7,-,13C,ESI,12.5,14.5,10.0,0.2,296.1388,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
321,Argininosuccinic acid-13C-8,C10H18N4O6-13C-8,-,13C,ESI,12.5,14.5,10.0,0.2,297.1422,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
322,Argininosuccinic acid-13C-9,C10H18N4O6-13C-9,-,13C,ESI,12.5,14.5,10.0,0.2,298.1456,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
323,Argininosuccinic acid-13C-10,C10H18N4O6-13C-10,-,13C,ESI,12.5,14.5,10.0,0.2,299.1489,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
324,Propionylcarnitine-13C-0,C10H19NO4-13C-0,+,13C,ESI,5.2,7.2,10.0,0.2,218.1387,218.137,-7.7,SQ319_B_3,Yes,5.74,5.5,5.98,0.48,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,69406.5,14267,17790,17874,30971,20515,17396,NA,NA,69406.5,69406.5,0.0,1.0,69406.5,69406.5,0.0,0
325,Propionylcarnitine-13C-1,C10H19NO4-13C-1,+,13C,ESI,5.2,7.2,10.0,0.2,219.142,219.1404,-7.5,S04433,No,5.5,5.5,5.5,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
326,Propionylcarnitine-13C-2,C10H19NO4-13C-2,+,13C,ESI,5.2,7.2,10.0,0.2,220.1454,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
327,Propionylcarnitine-13C-3,C10H19NO4-13C-3,+,13C,ESI,5.2,7.2,10.0,0.2,221.1487,221.1495,3.4,S04426,No,5.73,5.73,5.73,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
